"id","registered_name","active_ingredient","pharmaceutical_form","insurance_list","issuing","atc","license_holder"
"N7lKZOh0ouJMaPZp15AWxvmblhF","Enalapril Zdravlje Actavis 20mg tableta","enalapril","tableta","A","R","C09AA02","ZDRAVLJE AD LESKOVAC"
"PfLkewAyiJpt2wfSVqsPKqG5dQM","Efferalgan® 150mg supozitorija","paracetamol","supozitorija",,"BR","N02BE01","AMICUS SRB D.O.O."
"4fBmCON7GVLOx4cDDrW76lqRc7t","Esomeprazol 40mg gastrorezistentna tableta","esomeprazol","gastrorezistentna tableta",,"R","A02BC05","EVROPA LEK PHARMA D.O.O. BEOGRAD"
"GMkRC2xmQGW32nDGKapSoEJVFA2","Albunorm™ 5% 50g/L rastvor za infuziju","albumin, humani","rastvor za infuziju","B","SZ","B05AA01","PREDSTAVNIŠTVO OCTAPHARMA AG BEOGRAD-VOŽDOVAC"
"mX8DwuaEfZcrHl9fAWucNSBgK09","Normosang® 25mg/mL koncentrat za rastvor za infuziju","hemin, humani","koncentrat za rastvor za infuziju",,"SZ",,"CLINRES FARMACIJA D.O.O. BEOGRAD"
"0mucmm3FlKXQ9UR46MrZGjx8Bp2","Telmipres® 40mg tableta","telmisartan","tableta","A1","R","C09CA07","ADOC D.O.O. BEOGRAD"
"rvmvRBBPnYuOpkrt9PCpijTtZoB","Lantus® SoloStar® 100j./mL rastvor za injekciju u penu sa uloškom","insulin glargin","rastvor za injekciju u penu sa uloškom","A","R","A10AE04","SANOFI-AVENTIS D.O.O. BEOGRAD"
"iiBEgG4qhomSQGDank5yVwPxd9M","Tebokan®Forte 120mg film tableta","ginko (Ginkgo biloba), suvi ekstrakt lista","film tableta",,"BR",,"ALPEN PHARMA DOO BEOGRAD (PALILULA)"
"DbxYSse2ePoSVIiPcwd26b3fPR4","Mirapexin® 0.75mg tableta sa produženim oslobađanjem","pramipeksol","tableta sa produženim oslobađanjem","A1","R","N04BC05","BOEHRINGER INGELHEIM SERBIA D.O.O. BEOGRAD"
"oUMAr0RtBkMDCAW5JfvXh58WwsV","Flixotide® 50mcg/doza suspenzija za inhalaciju pod pritiskom","flutikazon","suspenzija za inhalaciju pod pritiskom","A","R","R03BA05","PREDSTAVNIŠTVO GLAXOSMITHKLINE EXPORT LIMITED, BEOGRAD (NOVI BEOGRAD)"
"4Vue4boGEn8wi7UGgk7lEKvGqwZ","Melogal® 15mg tableta","meloksikam","tableta",,"R","M01AC06","GALENIKA AD BEOGRAD"
"TJ09G1GGSI0ovH0aGoPRBZPIziA","Sildenafil PharmaS 50mg film tableta","sildenafil","film tableta",,"R","G04BE03","PHARMAS D.O.O. BEOGRAD"
"eBp6LFodArxqG5o3YGJygTbOVyQ","Ulcamed® 120mg film tableta","bizmut","film tableta",,"R",,"KRKA-FARMA D.O.O. BEOGRAD"
"uyxG1SKb54F9WWjaKsQmlENuD82","Vipidia® 25mg film tableta","alogliptin","film tableta",,"R","A10BH04","TAKEDA GMBH PREDSTAVNIŠTVO, BEOGRAD (NOVI BEOGRAD)"
"SX1hIshO9xJdN52YQP4Sylst8QJ","Belbien® 10mg film tableta","zolpidem","film tableta","A1","R","N05CF02","HEMOFARM AD VRŠAC"
"ftb6u6Jzfy3sgGliAPQRZ3H07MG","Revatio® 10mg/mL prašak za oralnu suspenziju","sildenafil","prašak za oralnu suspenziju",,"R","G04BE03","PFIZER SRB D.O.O."
"j8grm02XBgjghzgtJvDO6EapJwC","Praluent® 75mg rastvor za injekciju u napunjenom injekcionom penu","alirokumab","rastvor za injekciju u napunjenom injekcionom penu",,"R",,"SANOFI-AVENTIS D.O.O. BEOGRAD"
"4b9fo8jlQS91mSymK3qeeDnOgLU","Pramipeksol PharmaS 0.18mg tableta","pramipeksol","tableta",,"R","N04BC05","PHARMAS D.O.O. BEOGRAD"
"Uo2ZfsFNY53bBg8CPTUq6hAvauA","Pangrol® 10000 153.5mg gastrorezistentna kapsula, tvrda","pankreatin","gastrorezistentna kapsula, tvrda",,"R","A09AA02","PREDSTAVNIŠTVO BERLIN-CHEMIE AG BEOGRAD (NOVI BEOGRAD)"
"54nZ4iV0NdtDSbI051kLUAnN6A","Mitoxantron Ebewe 10mg/5mL koncentrat za rastvor za infuziju","mitoksantron","koncentrat za rastvor za infuziju","B","SZ","L01DB07","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"JXDhGykeN4bZ9icvN3pBNouV7I9","Percarnil® Combo 5mg+1.25mg film tableta","perindopril, indapamid","film tableta",,"R","C09BA04","ACTAVIS D.O.O. BEOGRAD"
"zvB4g2pA5xygfcvDkTyFGCm46a1","Trixin® 250mg kapsula, tvrda","mikofenolna kiselina","kapsula, tvrda","A","SZR","L04AA06","ACTAVIS D.O.O. BEOGRAD"
"Bq5DhrAUnZIfRXkAIHAnobRkkTZ","Ribomustin® 100mg prašak za koncentrat za rastvor za infuziju","bendamustin","prašak za koncentrat za rastvor za infuziju",,"SZ","L01AA09","PREDSTAVNIŠTVO ASTELLAS PHARMA BEOGRAD"
"96xt1s9KjJizwYP9Ur0fofGPqBC","Wellbutrin® XR 300mg tableta sa modifikovanim oslobađanjem","bupropion","tableta sa modifikovanim oslobađanjem","A1","R","N06AX12","PREDSTAVNIŠTVO GLAXOSMITHKLINE EXPORT LIMITED, BEOGRAD (NOVI BEOGRAD)"
"Xrgi6OL1OlzTI61JaWkhu7D4Va7","Nystatin Atb 500000i.j. film tableta","nistatin","film tableta",,"BR","A07AA02","ATB PHARMA DOO"
"Ofk1PrvHyz0tpgpm7yKqoHIe5CT","Eucreas® 850mg+50mg film tableta","metformin, vildagliptin","film tableta",,"R","A10BD08","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"GX8NIDVZhXFC7XlRhkucrkDKiW2","ReFacto® AF 250i.j./4mL prašak i rastvarač za rastvor za injekciju","moroktokog alfa","prašak i rastvarač za rastvor za injekciju","B","SZR","B02BD02","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"Jof6HhKTCz9jO5yD1FKrEFYCFWI","Gentamicin Krka 120mg/1.5mL rastvor za injekciju/infuziju","gentamicin","rastvor za injekciju/infuziju","B","Z","J01GB03","KRKA-FARMA D.O.O. BEOGRAD"
"AP7fhn5YKp5mn28sWxzYj6cMmDM","Gentamicin 80mg/2mL rastvor za injekciju","gentamicin","rastvor za injekciju","B","Z","J01GB03","HEMOFARM AD VRŠAC"
"mYQMIntbuaB23zvYLKNWH5ioq6G","XARELTO® 15mg film tableta","rivaroksaban","film tableta",,"R","B01AF01","BAYER D.O.O. BEOGRAD"
"RaX0ThaocvVyX47vXmo9OLqWhZ9","Donecept® 5mg film tableta","donepezil","film tableta","A1","R","N06DA02","ACTAVIS D.O.O. BEOGRAD"
"UHZYRHXaPYdq1HwfepOm4rQEptE","Monopril® Plus 20mg+12.5mg tableta","fosinopril, hidrohlortiazid","tableta","A1","R","C09BA09","PHARMASWISS D.O.O., BEOGRAD"
"HqnbBl6Ngwavjh5PcSeYwyonw4X","Nasic® za decu 0.05%+5% sprej za nos, rastvor","ksilometazolin, dekspantenol","sprej za nos, rastvor",,"BR","R01AB06","CLINRES FARMACIJA D.O.O. BEOGRAD"
"VPs2qsmm9R3gHKbUyQuCWa6bmUL","Amoxiplus 1,2g 1000mg+200mg prašak za rastvor za injekciju/infuziju","amoksicilin, klavulanska kiselina","prašak za rastvor za injekciju/infuziju","B","Z","J01CR02","LICENTIS DOO BEOGRAD (NOVI BEOGRAD)"
"7dvhMKTOp90gJOIheusDApK1v25","Pataxel 100mg/16.7mL koncentrat za rastvor za infuziju","paklitaksel","koncentrat za rastvor za infuziju","B","SZ","L01CD01","BEOCOMPASS DOO BEOGRAD"
"q1YuDN21XC16NUizEkNaVo8pRl","Indapamid SR Alkaloid® 1.5mg tableta sa produženim oslobađanjem","indapamid","tableta sa produženim oslobađanjem","A1","R","C03BA11","ALKALOID D.O.O. BEOGRAD"
"iiQnLxImjabGrFBrzeOJwgyYSO3","SONA® 1mg/g gel","adapalen","gel",,"R","D10AD03","PREDSTAVNIŠTVO BELUPO, LIJEKOVI I KOZMETIKA D.D., BEOGRAD (VOŽDOVAC)"
"E76QjBkmJPO1M4qPM4ubwq6yOoS","Amlator® 20mg+10mg film tableta","atorvastatin, amlodipin","film tableta","A1","R","C10BX03","PREDSTAVNIŠTVO RICHTER GEDEON NYRT"
"Jsbq8oNfp6cFPBWHyjEGmLJ3j9V","Betaklav® 400mg/5mL+57mg/5mL prašak za oralnu suspenziju","amoksicilin, klavulanska kiselina","prašak za oralnu suspenziju","A","R","J01CR02","KRKA-FARMA D.O.O. BEOGRAD"
"GnUmGR0CTRB1cDVAVLJUrRnL65M","Tregona® 5mg film tableta","donepezil","film tableta","A1","R","N06DA02","HEMOFARM AD VRŠAC"
"NcPfIFjACyiUTiF7EkL7M6FlUp1","LYVAM® 1000mg film tableta","levetiracetam","film tableta","A","R","N03AX14","ALKALOID D.O.O. BEOGRAD"
"ecZUUqpNt49mwjpHPc0AGfmlAaG","Capecitabine PharmaSwiss 150mg film tableta","kapecitabin","film tableta",,"R","L01BC06","PHARMASWISS D.O.O., BEOGRAD"
"lMBu3UL9vlh7TNzmUQ1Dpyjr8PA","Cetirizin 5mg/5mL sirup","cetirizin","sirup","A","R","R06AE07","SLAVIAMED DOO BEOGRAD"
"FhB7gAfestDMiazTYQplChho7x9","Linex® Forte 2x 10exp9 CFU kapsula, tvrda","mlečnokiselinske bakterije","kapsula, tvrda",,"BR",,"PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"vEy3qI7ZJnOgWJCcb97U6iNs9K6","Vazotal® 10mg tableta","amlodipin","tableta","A","R","C08CA01","HEMOFARM AD VRŠAC"
"FT1S3exLxYH4bn03yL6LdfBhlBB","Actapax® 30mg film tableta","paroksetin","film tableta",,"R","N06AB05","ZDRAVLJE AD LESKOVAC"
"OVc5dxzSxzMF9w2JZfmqp50Y2G7","Dopamin Admeda 200 200mg/10mL koncentrat za rastvor za infuziju","dopamin","koncentrat za rastvor za infuziju",,"Z","C01CA04","MEDIKUNION DOO BEOGRAD"
"20Jw5WbLg5uxqdCKreznXkTJJGZ","Tantum-Rosa® 500mg granule za vaginalni rastvor","benzidamin","granule za vaginalni rastvor",,"R","G02CC03","BONIFAR D.O.O. NOVI BEOGRAD"
"4QBvBDQuMIQYKHSsvPg8q5QUiB","Synjardy® 850mg+12.5mg film tableta","metformin, empagliflozin","film tableta",,"R",,"BOEHRINGER INGELHEIM SERBIA D.O.O. BEOGRAD"
"Ip96uJeb23P3OEqnNsb72mJyftZ","CAFFETIN® 250mg+50mg+10mg+210mg tableta","paracetamol, kofein, kodein, propifenazon","tableta",,"BR","N02BE51","ALKALOID D.O.O. BEOGRAD"
"5A7zhCJIo73eYDW8tmOe8XPFvO8","Mometazonfuroat 50mcg/doza sprej za nos, suspenzija","mometazon","sprej za nos, suspenzija",,"R","R01AD09","PHARMASWISS D.O.O., BEOGRAD"
"3oFPEwQ2nnpoeE8vNI8ysT50iG7","KEYTRUDA® 25mg/mL koncentrat za rastvor za infuziju","pembrolizumab","koncentrat za rastvor za infuziju",,"SZ","L01XC18","MERCK SHARP & DOHME D.O.O."
"B4c2NyxhXiBjYMXFzRcoMLpBGh8","Zoltex® 40mg prašak za rastvor za injekciju","pantoprazol","prašak za rastvor za injekciju",,"Z","A02BC02","PREDSTAVNIŠTVO BELUPO, LIJEKOVI I KOZMETIKA D.D., BEOGRAD (VOŽDOVAC)"
"88afPu9kBXLIzCJFvwMO7ybWfQI","Meaxin® 400mg film tableta","imatinib","film tableta","B","R","L01XE01","KRKA-FARMA D.O.O. BEOGRAD"
"yrpmTyxQXINF1ht1qCyZxnxJ5LO","Herbion® sirup od islandskog lišaja 6mg/mL sirup","islandski lišaj ( Cetraria islandica), meki ekstrakt talusa","sirup",,"BR",,"KRKA-FARMA D.O.O. BEOGRAD"
"PPCqCdSdXUvXlDOhbSjeqSA8bo4","TELUKA® 10mg film tableta","montelukast","film tableta","A+A1","R","R03DC03","GALENIKA AD BEOGRAD"
"DqI0jZ69R6GMQda7rBdJnzofoER","Nimvastid® Q-Tab® 6mg oralna disperzibilna tableta","rivastigmin","oralna disperzibilna tableta","A1","R","N06DA03","KRKA-FARMA D.O.O. BEOGRAD"
"rM4bfpSLuToEEEjcHow4LO4Mv1Y","Codexy® PR 40mg tableta sa produženim oslobađanjem","oksikodon","tableta sa produženim oslobađanjem",,"NR",,"ACTAVIS D.O.O. BEOGRAD"
"X52QNrciqGxf6VPrmE63CEJgYK5","Caduet® 10mg+5mg film tableta","atorvastatin, amlodipin","film tableta",,"R","C10BX03","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"TFB18RlpLJtDGa1EbbNYShtgfOH","ACURMIL 50mg/5mL rastvor za injekciju/infuziju","atrakurijum-besilat","rastvor za injekciju/infuziju","B","SZ","M03AC04","LICENTIS DOO BEOGRAD (NOVI BEOGRAD)"
"NWSBwptIlopU2kQSbDsu8bbVGAW","Xultophy® 100j./mL+3.6mg/mL rastvor za injekciju u penu sa uloškom","insulin degludek, liraglutid","rastvor za injekciju u penu sa uloškom",,"R",,"NOVO NORDISK PHARMA DOO BEOGRAD"
"NbM1LD95zKweMLNoNfETGdKR2MO","Hexpectoral® Honey & Lemon 20mg/mL sirup","gvaifenezin","sirup",,"BR","R05CA03","PREDSTAVNIŠTVO JOHNSON & JOHNSON S.E. INC. BEOGRAD (NOVI BEOGRAD)"
"oQR6IOTH6syOEJLqcgqmrI2njN5","LYVAM® 250mg film tableta","levetiracetam","film tableta","A","R","N03AX14","ALKALOID D.O.O. BEOGRAD"
"JmZawaZ0pclINxPJN7D7raNN9a8","Azopt® 10mg/mL kapi za oči, suspenzija","brinzolamid","kapi za oči, suspenzija","A","R","S01EC04","PREDSTAVNIŠTVO ALCON PHARMACEUTICALS LTD BEOGRAD"
"5oyTo3jSOzOCD1nPhybIgDqJzWJ","Kofan® instant 200mg+200mg+50mg tableta","paracetamol,propifenazon,kofein","tableta",,"BR","N02BE51","PREDSTAVNIŠTVO BOSNALIJEK DD, BEOGRAD"
"OlooQDGsKzGcaPa7D603NEXnqnK","Mendilex® 2mg tableta","biperiden","tableta","A","R","N04AA02","ALKALOID D.O.O. BEOGRAD"
"lgT4PwCCqOuSMBoXFGHaBm4qbeW","ONDASAN® 8mg film tableta","ondansetron","film tableta","A","R","A04AA01","SLAVIAMED DOO BEOGRAD"
"SXH5jJVPyW3YsZpWqV0taIYyr8R","Moderiba 400mg film tableta","ribavirin","film tableta",,"SZR","J05AB04","PREDSTAVNIŠTVO ABBVIE BIOPHARMACEUTICALS GMBH BEOGRAD-NOVI BEOGRAD"
"vEaadCwtHNWXh4JqYt5kMbCQyR8","Natrijum kromoglikat 20mg/mL kapi za oči, rastvor","kromoglicinska kiselina","kapi za oči, rastvor",,"R","S01GX01","PREDSTAVNIŠTVO UNIMED PHARMA S.R.O. BEOGRAD (NOVI BEOGRAD)"
"qRacpvLuvuE9La83WMmTAhKAhr4","Victanyl® 25mcg/h transdermalni flaster","fentanil","transdermalni flaster","A+A1","NR","N02AB03","ACTAVIS D.O.O. BEOGRAD"
"NE6P7BUvEfXKmezmJudrX92wRy2","HERPLEX® 50mg/g krem","aciklovir","krem","A1","R","D06BB03","PREDSTAVNIŠTVO BELUPO, LIJEKOVI I KOZMETIKA D.D., BEOGRAD (VOŽDOVAC)"
"cDbDwKe1dcVgjBWNBi5eDPbGV1L","Tractocile® 6.75mg/0.9mL rastvor za injekciju","atosiban","rastvor za injekciju",,"SZ","G02CX01","FERRING PHARMACEUTICALS D.O.O. BEOGRAD-STARI GRAD"
"9pHbEdvHOABirxBydlthApWg7Z7","Lipofundin MCT/LCT 20% 100g/L+100g/L emulzija za infuziju","ulje soje, rafinisano, trigliceridi srednje dužine lanca","emulzija za infuziju","B","SZ","B05BA02","B.BRAUN ADRIA RSRB D.O.O. BEOGRAD"
"OmNspuLvL1Rvid2LABVsRRq8jSY","Sandimmun Neoral® 100mg kapsula, meka","ciklosporin","kapsula, meka","A","SZR","L04AD01","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"IljZgXiaOWtR52qW82mUwOd2vcX","Solcoseryl® 42.5mg/mL rastvor za injekciju","deproteinizovani hemodijalizat teleće krvi, hemijski i biološki standardizovan","rastvor za injekciju",,"SZ",,"PREDSTAVNIŠTVO BGP PRODUCTS SWITZERLAND GMBH BEOGRAD-NOVI BEOGRAD"
"lcLJdACI6ioMlQ1NUAeJ6LUs1WE","Ezetrol® 10mg tableta","ezetimib","tableta",,"R","C10AX09","MERCK SHARP & DOHME D.O.O."
"hcA9lcXBU6tPZ88pT3m817ZQ22","Prezista® 600mg film tableta","darunavir","film tableta","A","R","J05AE10","PREDSTAVNIŠTVO JANSSEN-CILAG KFT BEOGRAD"
"0F23En6TYLy41MUpzyWTPC53J9H","Percarnil® Combo 2.5mg+0.625mg film tableta","perindopril, indapamid","film tableta",,"R","C09BA04","ACTAVIS D.O.O. BEOGRAD"
"aVSfOVJuatHJijXbinsn1DtE295","Endoxan® 500mg prašak za rastvor za injekciju","ciklofosfamid","prašak za rastvor za injekciju","B","SZ","L01AA01","DIACELL D.O.O. BEOGRAD"
"5WYc0jED2SaZH2moDGmXXwgrs92","KEYTRUDA® 50mg prašak za koncentrat za rastvor za infuziju","pembrolizumab","prašak za koncentrat za rastvor za infuziju","C","SZ","L01XC18","MERCK SHARP & DOHME D.O.O."
"duJkltTF2noi8oIvBIWdA2hONzR","Aimafix 500i.j./10mL prašak i rastvarač za rastvor za infuziju","koagulacioni faktor IX, humani","prašak i rastvarač za rastvor za infuziju","B","SZR","B02BD04","MAGNA MEDICA D.O.O. BEOGRAD-NOVI BEOGRAD"
"YXKOKGLedISqImvXYwog3LUOrWL","PROCULIN® 0.3mg/mL kapi za oči, rastvor","nafazolin","kapi za oči, rastvor",,"BR","S01GA01","ALKALOID D.O.O. BEOGRAD"
"20CvbYtVVchOC2WlRoWnqRTlE9E","Puregon® 600i.j./0.72mL rastvor za injekciju","folitropin beta","rastvor za injekciju","B","SZR","G03GA06","MERCK SHARP & DOHME D.O.O."
"SAKL2APKQSYHwgfHYzn69v4AhVC","Solaban® 5mg tableta za oralnu suspenziju","lamotrigin","tableta za oralnu suspenziju",,"R","N03AX09","HEMOFARM AD VRŠAC"
"IqOVG0xBGrbVxBpd03zan3ODBsU","Bisoprolol Atb 10mg film tableta","bisoprolol","film tableta","A","R","C07AB07","ATB PHARMA DOO"
"gWD1ySvBoLCsluLKaPpuJNIs8R7","Metalyse® 50mg/10mL prašak i rastvarač za rastvor za injekciju","tenekteplaza","prašak i rastvarač za rastvor za injekciju","B","Z","B01AD11","BOEHRINGER INGELHEIM SERBIA D.O.O. BEOGRAD"
"qNw3YAyvNO2PQZtkbB6tvQIoLdQ","Gentokulin® 3mg/mL kapi za uši/oči, rastvor","gentamicin","kapi za uši/oči, rastvor","A","R",,"HEMOFARM AD VRŠAC"
"e8roYf7kWf1uPHyhHsNVmSNhFdU","Co-Amlessa® 8mg+5mg+2.5mg tableta","perindopril, amlodipin, indapamid","tableta","A1","R","C09BX01","KRKA-FARMA D.O.O. BEOGRAD"
"dV0jsdEQwPJg15E24QBkRAm1l25","Irbenida plus 150mg+12.5mg film tableta","irbesartan, hidrohlortiazid","film tableta","A1","R","C09DA04","HEMOFARM AD VRŠAC"
"R5Tf3wDHQY3sbktP3ROqY5rSq49","Kventiax® SR 200mg tableta sa produženim oslobađanjem","kvetiapin","tableta sa produženim oslobađanjem",,"R","N05AH04","KRKA-FARMA D.O.O. BEOGRAD"
"y3iTmOGYsp0zNLO5uG89FVFljWE","Folkis® 5mg tableta","folna kiselina","tableta","A","R","B03BB01","AVE PHARMACEUTICAL D.O.O. BEOGRAD"
"ZL2ybRckuNWePZNK4ezX3l2CLvE","Docetaxel 10mg/mL koncentrat za rastvor za infuziju","docetaksel","koncentrat za rastvor za infuziju","B","SZ","L01CD02","ALVOGEN PHARMA D.O.O."
"lsI08ywIOHGAP1dtHwTAVcPSF9Y","Zalasta® Q-Tab® 5mg oralna disperzibilna tableta","olanzapin","oralna disperzibilna tableta","A","R","N05AH03","KRKA-FARMA D.O.O. BEOGRAD"
"mtIzvQlpd7bZOSNESotc1FwNFo2","Imuran® 50mg film tableta","azatioprin","film tableta","A","R","L04AX01","CLINRES FARMACIJA D.O.O. BEOGRAD"
"rzShLSzZtBbGTEwnfONOnoTXLY9","Nebido® 1000mg/4mL rastvor za injekciju","testosteron","rastvor za injekciju",,"Z","G03BA03","BAYER D.O.O. BEOGRAD"
"N7mf03aWePubmcsyIO5YvoYoXfU","Tantum Verde® Forte 3mg/mL sprej za usnu sluznicu, rastvor","benzidamin","sprej za usnu sluznicu, rastvor",,"BR","A01AD02","BONIFAR D.O.O. NOVI BEOGRAD"
"DqSKNNVOoloIFqu7y3Ayf2G1cjQ","Vigantol® 20000i.j./mL oralne kapi, rastvor","holekalciferol","oralne kapi, rastvor","A","R","A11CC05","MERCK D.O.O. BEOGRAD"
"0pzE7T2zzFIUmJcT0sw1qFoZ2ZY","NovoEight™ 2000i.j. prašak i rastvarač za rastvor za injekciju","turoktokog alfa","prašak i rastvarač za rastvor za injekciju",,"SZ",,"NOVO NORDISK PHARMA DOO BEOGRAD"
"D0OsVgnIzftIGc4nepUPvXCSGvN","Lamotrix® 25mg tableta","lamotrigin","tableta","A","R","N03AX09","FARMALOGIST D.O.O. BEOGRAD"
"raLB5uceMvwjyinaHDuYVNg64Q6","Tot´Hema® 50mg/10mL+1.33mg/10mL+0.7mg/10mL oralni rastvor","gvožđe(ll)-glukonat, mangan-glukonat, bakar-glukonat","oralni rastvor",,"R","B03AE10","PREDSTAVNIŠTVO LABORATOIRE INNOTECH INTERNATIONAL BEOGRAD"
"RD1o6Ru3teO21YAHFmBN1SXQMMC","Megatop® 5mg film tableta","tadalafil","film tableta",,"R","G04BE08","ACTAVIS D.O.O. BEOGRAD"
"gnNXy5HVqAxHb6lUrr7DT8db0WT","Azot oksid Messer 800 ppm (V/V) 800ppm (V/V) medicinski gas, komprimovani","azot (II)-oksid","medicinski gas, komprimovani",,"SZ",,"MESSER TEHNOGAS AD BEOGRAD"
"SwavaQ85sqzRKnj7iYDq9zFOPGD","Yasnal® Q-Tab® 10mg oralna disperzibilna tableta","donepezil","oralna disperzibilna tableta","A1","R","N06DA02","KRKA-FARMA D.O.O. BEOGRAD"
"lD2pWr0mJVpxkIhWxsiG03fmNHJ","Enalapril Remedica 10mg tableta","enalapril","tableta","A","R","C09AA02","FARMALOGIST D.O.O. BEOGRAD"
"AgD1354oK88uZyGJhLvzZGfkQz6","Nolicin® 400mg film tableta","norfloksacin","film tableta","A","R","J01MA06","KRKA-FARMA D.O.O. BEOGRAD"
"JQbYayYucpXrM5mcU1imrTrpCqQ","Mysimba® 90mg+8mg tableta sa produženim oslobađanjem","bupropion, naltrekson","tableta sa produženim oslobađanjem",,"R",,"PHARMASWISS D.O.O., BEOGRAD"
"fvQCs6bQ4IUXLqQhvAlpcafxXHK","Gonal - f® 450 450i.j./0.75mL rastvor za injekciju u penu sa uloškom","folitropin alfa","rastvor za injekciju u penu sa uloškom","B","R","G03GA05","MERCK D.O.O. BEOGRAD"
"KRmYgtuOlJ9jqA1D7tC86YWQ0ZM","Herbion® sirup od bršljana 7mg/mL sirup","bršljan (Hedera helix), suvi ekstrakt lista","sirup",,"BR",,"KRKA-FARMA D.O.O. BEOGRAD"
"KNQ3Ozuox8B4KgUqE4Gu0XnxSs","ReFacto® AF 2000i.j./4mL prašak i rastvarač za rastvor za injekciju","moroktokog alfa","prašak i rastvarač za rastvor za injekciju","B","SZR","B02BD02","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"iUbHC7jqsg7XNw9dQNSlBOlkVKV","RISPEX® 2mg film tableta","risperidon","film tableta",,"R","N05AX08","GALENIKA AD BEOGRAD"
"yaRXsKG65iPO7soJDBxdSinp69B","Percarnil® Combo 10mg+2.5mg film tableta","perindopril, indapamid","film tableta",,"R","C09BA04","ACTAVIS D.O.O. BEOGRAD"
"SXBTqAQYqOF48tnP17vUXNT9OCR","Trodon 100mg tableta sa produženim oslobađanjem","tramadol","tableta sa produženim oslobađanjem","A","NR","N02AX02","HEMOFARM AD VRŠAC"
"rCNxmIioIJlmFMXZyh5O73Qc8OT","Tribestan® 250mg film tableta","tribulus (Tribulus terrestris L.), suvi ekstrakt herbe","film tableta",,"BR",,"SOPHARMA TRADING D.O.O. BEOGRAD - NOVI BEOGRAD"
"qun0Q01mlopfjeiUkIkm2bMKwrQ","Furosemidum Polfarmex 40mg tableta","furosemid","tableta","A","R","C03CA01","FARMALOGIST D.O.O. BEOGRAD"
"rYR775ZPyHY6GWJ1b9DhfK1W91F","Orgametril® 5mg tableta","linestrenol","tableta",,"R","G03DC03","MERCK SHARP & DOHME D.O.O."
"P4lgvTReiGrtDZwEH9ptYfgpCcF","Mucodyne 375mg kapsula, tvrda","karbocistein","kapsula, tvrda",,"BR","R05CB03","HEMOFARM AD VRŠAC"
"zCTc3TGXBIKB0iCkQzZQQ08hyAB","Buprenorfin Alkaloid® 8mg sublingvalna tableta","buprenorfin","sublingvalna tableta","A1","NR","N07BC01","ALKALOID D.O.O. BEOGRAD"
"IqmY1pVOtXIak3KwG1LLrBjiKe4","Bleocin-S 15000i.j. prašak za rastvor za injekciju/infuziju","bleomicin","prašak za rastvor za injekciju/infuziju","B","SZ","L01DC01","EUROFARM D.O.O. BEOGRAD"
"W8MrhH8Ph7jk2ZmDHgaVr4wf7EY","Intratect 50mg/mL rastvor za infuziju","humani normalni imunoglobulin za intravensku upotrebu","rastvor za infuziju","B","SZ","J06BA02","BEOHEM - 3 D.O.O."
"QytxNXpg9e5QNpoTYVrrDbCNOU9","Tantum Verde® eukaliptus 3mg lozenga","benzidamin","lozenga",,"BR","A01AD02","BONIFAR D.O.O. NOVI BEOGRAD"
"Hxkj16h6hPpttVhfKXFD42ho9VU","Lutrate depo 3.75mg prašak i rastvarač za suspenziju za injekciju sa produženim oslobađanjem","leuprorelin","prašak i rastvarač za suspenziju za injekciju sa produženim oslobađanjem",,"SZ","L02AE02","PHARMAS D.O.O. BEOGRAD"
"rl1D0qi0f1kPTdHodp12ePcdYgM","Fastum® Gel 2.5% gel","ketoprofen","gel",,"R","M02AA10","PREDSTAVNIŠTVO BERLIN-CHEMIE AG BEOGRAD (NOVI BEOGRAD)"
"sexhBY39GIqLh9IsZSYRoJvib0S","Azitromicin Sandoz® 200mg/5mL prašak za oralnu suspenziju","azitromicin","prašak za oralnu suspenziju",,"R","J01FA10","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"zNvw4jp5zdbyQWe4TWyfw4DOThM","Phenobarbiton 100mg tableta","fenobarbital","tableta","A","NR","N03AA02","HEMOFARM AD VRŠAC"
"UcbEBqT7EJpkv4vUbHsX1cyvn31","Rupafin® 1mg/mL oralni rastvor","rupatadin","oralni rastvor",,"R",,"ALVOGEN PHARMA D.O.O."
"EGViWKWMt7osp7MOqWSQi4ObQA8","Binocrit® 2000i.j./1mL rastvor za injekciju u napunjenom injekcionom špricu","epoetin alfa","rastvor za injekciju u napunjenom injekcionom špricu","C","SZR","B03XA01","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"MEbUeTl9g0seQYFqktLPXhmTjiM","Forteca 250mg film tableta","levofloksacin","film tableta","A1","R","J01MA12","HEMOFARM AD VRŠAC"
